title,mean_rating,number_of_ratings
Conviction (2010),2.5,1
Coogan's Bluff (1968),2.75,4
"Cook the Thief His Wife & Her Lover, The (1989)",3.525,20
Cookie's Fortune (1999),3.9090909091,11
Cool Hand Luke (1967),4.0634920635,63
Cool Runnings (1993),3.5,33
Cool World (1992),1.3333333333000001,3
Cool as Ice (1991),1.0,1
"Cooler, The (2003)",3.2142857143,7
Cop (1988),2.0,1
Cop Car (2015),3.0,1
Cop Land (1997),3.4242424242,33
Cop Out (2010),2.9,5
Cops and Robbersons (1994),2.4444444444,9
Copycat (1995),3.4285714286,42
Copying Beethoven (2006),2.25,2
Coraline (2009),3.8421052632,19
"Corbeau, Le (Raven, The) (1943)",4.0,1
"Core, The (2003)",2.6818181817999998,11
Coriolanus (2011),3.0,5
Corky Romano (2001),4.0,1
Corman's World: Exploits of a Hollywood Rebel (2011),4.0,1
Cornered (1945),3.5,1
"Corporation, The (2003)",3.4166666667,6
Corpse Bride (2005),3.5625,16
"Corrina, Corrina (1994)",3.5384615385,13
"Corruptor, The (1999)",2.5,11
Cosi (1996),4.0,3
Cosmic Scrat-tastrophe (2015),4.0,1
Cosmopolis  (2012),1.5,1
Cosmos (1980),4.5,5
"Cotton Club, The (1984)",3.0,3
"Counselor, The (2013)",3.1666666667,3
"Count Yorga, Vampire (1970)",3.5,1
"Counterfeit Traitor, The (1962)",4.0,1
"Counterfeiters, The (Die Fälscher) (2007)",3.8,5
Country (1984),3.3333333333,3
"Country Bears, The (2002)",1.0,1
"Country Girl, The (1954)",3.5,1
Coup de torchon (Clean Slate) (1981),3.6666666667000003,3
Couples Retreat (2009),2.625,4
Courage Under Fire (1996),3.6489361702,47
"Court Jester, The (1956)",3.5,2
Cousin Bette (1998),3.3333333333,3
Cousin cousine (1975),3.5,1
Cousins (1989),3.0,1
"Cousins, The (Cousins, Les) (1959)",2.5,1
"Cove, The (2009)",2.6666666667000003,3
"Covenant, The (2006)",2.0,2
Cover Girl (1944),2.5,1
Cowboy Bebop (1998),4.5833333333,6
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),3.6666666667000003,15
"Cowboy Way, The (1994)",2.7142857143,7
Cowboys & Aliens (2011),3.0555555556,9
"Cowboys, The (1972)",5.0,1
Coyote Ugly (2000),2.6111111111,9
Crack-Up (1946),3.0,1
Cracks (2009),3.0,1
Cradle 2 the Grave (2003),3.0,3
Cradle Will Rock (1999),3.15,10
"Craft, The (1996)",3.0392156863,51
"Cranes Are Flying, The (Letyat zhuravli) (1957)",3.5,2
Crank (2006),3.2777777778,18
Crank: High Voltage (2009),2.0,8
Crash (1996),3.3529411765,17
Crash (2004),3.5625,40
"Crawling Eye, The (a.k.a. Trollenberg Terror, The) (1958)",2.25,2
Crawlspace (1986),4.5,1
"Crazies, The (2010)",3.4166666667,6
Crazy Heart (2009),3.4,5
Crazy Love (2007),3.0,1
Crazy People (1990),3.5,2
Crazy in Alabama (1999),4.0,2
"Crazy, Stupid, Love. (2011)",3.9615384615,13
Crazy/Beautiful (2001),3.5,5
Creator (1985),2.5,1
Creature Comforts (1989),4.4615384615,13
"Creature from the Black Lagoon, The (1954)",2.7,5
Creed (2015),3.5,2
Creep (2004),3.3333333333,3
Creepshow (1982),3.5294117647,17
Creepshow 2 (1987),2.6666666667000003,3
Cries and Whispers (Viskningar och rop) (1972),3.75,2
Crime Wave (1954),3.0,1
Crime and Punishment (1935),3.0,1
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",3.25,2
Crime of Passion (1958),1.0,1
Crimes and Misdemeanors (1989),3.8958333333,24
Crimes of Passion (1984),2.0,1
Crimes of the Heart (1986),3.125,4
Criminal (2004),3.25,2
Criminal Law (1988),2.25,2
Crimson Peak (2015),4.0,1
"Crimson Permanent Assurance, The (1983)",3.5,1
"Crimson Pirate, The (1952)",3.5,2
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",3.75,2
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",3.0,5
Crimson Tide (1995),3.8224299065,107
Crips and Bloods: Made in America (2008),4.5,1
Criss Cross (1949),4.0,1
CrissCross (1992),3.25,2
Critters (1986),2.75,2
Crocodile Dundee (1986),3.0,67
Crocodile Dundee II (1988),2.1666666667,24
Crocodile Dundee in Los Angeles (2001),2.8125,8
Cromwell (1970),4.0,1
Cronos (1993),3.25,8
"Croods, The (2013)",2.5,1
Crooklyn (1994),3.0,1
Cropsey (2009),3.5,1
Cross of Iron (1977),4.0,6
Crossfire (1947),4.0,3
Crossfire Hurricane (2012),2.0,1
Crossing Delancey (1988),3.75,4
"Crossing Guard, The (1995)",3.4,10
Crossing Over (2009),3.0,2
Crossroads (1986),0.5,1
Crossroads (2002),3.0,1
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",3.9732142857,112
Croupier (1998),3.8333333333,12
"Crow, The (1994)",3.4382716049,81
"Crow: City of Angels, The (1996)",3.0476190476,21
"Crowd, The (1928)",4.0,1
"Crucible, The (1996)",3.5,17
Cruel Intentions (1999),3.2051282051,39
"Cruise, The (1998)",4.0,1
Cruising (1980),2.5,1
Crumb (1994),3.7954545455,22
Crush (2001),3.0,1
"Crush, The (1993)",1.875,4
Cry Freedom (1987),2.6666666667000003,3
"Cry in the Dark, A (1988)",2.0,1
"Cry, the Beloved Country (1995)",3.25,6
Cry-Baby (1990),3.2,5
Cry_Wolf (a.k.a. Cry Wolf) (2005),3.5,1
Crying Freeman (1995),3.5,1
"Crying Game, The (1992)",3.828125,64
Cuban Fury (2014),3.0,1
Cube (1997),3.5857142857,35
Cube 2: Hypercube (2002),3.875,4
Cube Zero (2004),3.5,1
Cujo (1983),2.5555555556,9
Cul-de-sac (1966),5.0,1
Culloden (The Battle of Culloden) (1964),3.0,1
Curdled (1996),4.3333333333,3
Cure (1997),2.75,2
"Cure, The (1995)",3.0,1
"Curious Case of Benjamin Button, The (2008)",3.7258064516,31
Curly Sue (1991),2.6666666667000003,3
Curse of Chucky (Child's Play 6) (2013),2.75,2
"Curse of Frankenstein, The (1957)",1.0,1
"Curse of the Cat People, The (1944)",3.0,1
Curse of the Demon (Night of the Demon) (1957),3.5,1
Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),3.0,2
"Curse of the Jade Scorpion, The (2001)",3.2,5
Curse of the Pink Panther (1983),2.5,2
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),1.0,1
"Curse of the Werewolf, The (1961)",2.5,1
"Curse, The (a.k.a. The Farm) (1987)",4.0,1
Cursed (2005),1.0,1
Cut Bank (2014),3.0,1
Cutter's Way (1981),3.0,1
Cutthroat Island (1995),3.1111111111,18
"Cutting Edge, The (1992)",3.0,5
Cyborg (1989),2.25,2
Cyclo (Xich lo) (1995),3.375,4
Cypher (2002),3.4166666667,6
Cyrano de Bergerac (1950),3.5,1
Cyrano de Bergerac (1990),3.9615384615,26
Cyrus (2010),3.5,2
D-War (Dragon Wars) (2007),3.0,1
D.A.R.Y.L. (1985),2.25,2
D.E.B.S. (2004),2.0,1
D.O.A. (1950),3.75,2
D.O.A. (1988),2.5,2
D2: The Mighty Ducks (1994),2.9642857143,14
D3: The Mighty Ducks (1996),2.9375,8
DOA: Dead or Alive (2006),2.5,2
"Da Vinci Code, The (2006)",2.9,30
Dad (1989),5.0,1
Daddy Day Care (2003),3.0,3
Daddy Nostalgia (Daddy Nostalgie) (1990),2.5,1
Dagon (2001),3.0,4
Dallas Buyers Club (2013),4.3846153846,13
"Dam Busters, The (1955)",3.6666666667000003,3
Damage (Fatale) (1992),3.25,2
Damien: Omen II (1978),3.0,5
Damn Yankees! (1958),3.5,1
Damn the Defiant! (H.M.S. Defiant) (1962),4.0,1
"Damned United, The (2009)",3.7,5
"Damsel in Distress, A (1937)",4.0,1
Dan in Real Life (2007),3.25,6
"Dance of Reality, The (Danza de la realidad, La) (2013)",4.0,1
Dance with Me (1998),2.5,2
Dance with a Stranger (1985),3.0,2
"Dance, Girl, Dance (1940)",2.5,1
"Dancer Upstairs, The (2002)",3.1666666667,3
Dancer in the Dark (2000),3.125,12
"Dancer, Texas Pop. 81 (1998)",3.0,2
Dances with Wolves (1990),3.7661691542,201
Dancing at the Blue Iguana (2000),3.0,1
Dandelion (2004),3.5,1
Dangerous (1935),1.0,1
Dangerous Beauty (1998),2.75,4
Dangerous Game (1993),3.0,1
Dangerous Ground (1997),2.0,1
Dangerous Liaisons (1988),3.935483871,31
"Dangerous Lives of Altar Boys, The (2002)",3.25,2
"Dangerous Method, A (2011)",3.1666666667,3
Dangerous Minds (1995),3.1704545455,44
Danny Deckchair (2003),4.0,4
Dante 01 (2008),3.5,1
Dante's Peak (1997),2.9880952381,42
Danton (1983),2.625,4
Darby O'Gill and the Little People (1959),3.8571428571,7
Daredevil (2003),2.5166666667,30
"Darjeeling Limited, The (2007)",3.9411764706,17
Dark Blue (2003),2.5833333333,6
Dark Blue World (Tmavomodrý svet) (2001),3.5,1
Dark Circles (2013),4.0,1
Dark City (1950),3.25,2
Dark City (1998),3.9661016949,59
Dark Command (1940),2.5,1
"Dark Corner, The (1946)",3.0,1
"Dark Crystal, The (1982)",3.7361111111,36
Dark Days (2000),0.5,1
"Dark Half, The (1993)",3.5,2
"Dark Knight Rises, The (2012)",4.1219512195,41
"Dark Knight, The (2008)",4.1417322835,127
Dark Matter (2007),2.0,1
Dark Mirror (2007),3.0,1
Dark Passage (1947),3.1666666667,3
Dark Shadows (2012),3.0,6
Dark Skies (2013),1.0,1
Dark Star (1974),3.625,4
Dark Touch (2013),2.5,1
"Dark Truth, A (Truth, The) (2012)",2.0,1
Dark Victory (1939),3.75,2
Dark Water (2005),2.6,5
Dark Water (Honogurai mizu no soko kara) (2002),3.5714285714000003,7
"Dark, The (2005)",1.0,1
"Darkest Hour, The (2011)",1.0,1
Darkman (1990),2.9166666667000003,12
"Darkman II: Return of Durant, The (1995)",3.5,1
Darkness (2002),1.5,2
Darkness Falls (2003),1.1666666667,3
Darling (1965),3.5,1
Darling Lili (1970),2.0,1
Darwin's Nightmare (2004),2.0,1
"Das Experiment (Experiment, The) (2001)",3.7,10
Date Movie (2006),1.375,4
Date Night (2010),3.4285714286,7
Date with an Angel (1987),1.0,1
Daughters of the Dust (1991),2.0,1
Dave (1993),3.5056818182000002,88
Dave Chappelle: For What it's Worth (2004),4.5,1
"Davy Crockett, King of the Wild Frontier (1955)",3.125,4
"Dawn Patrol, The (1938)",4.5,1
Dawn of the Dead (1978),3.5,18
Dawn of the Dead (2004),3.7954545455,22
Dawn of the Planet of the Apes (2014),3.6875,8
Day & Night (2010),3.5,1
"Day After Tomorrow, The (2004)",2.9464285714000003,28
"Day After, The (1983)",2.5,1
Day Night Day Night (2006),0.5,1
Day Watch (Dnevnoy dozor) (2006),3.2142857143,7
"Day at the Races, A (1937)",4.0,3
Day for Night (La Nuit Américaine) (1973),3.1666666667,3
Day of Wrath (Vredens dag) (1943),4.5,1
"Day of the Beast, The (Día de la Bestia, El) (1995)",1.0,1
Day of the Dead (1985),3.2916666667,12
Day of the Dead (2008),3.0,1
"Day of the Doctor, The (2013)",3.75,2
"Day of the Dolphin, The (1973)",2.5,1
"Day of the Jackal, The (1973)",3.7222222222,9
"Day of the Locust, The (1975)",2.0,1
"Day of the Triffids, The (1962)",3.0,3
"Day the Earth Stood Still, The (1951)",3.8382352941,34
"Day the Earth Stood Still, The (2008)",2.6111111111,9
Daybreakers (2010),3.2916666667,12
Daydream Nation (2010),3.0,2
Daylight (1996),2.8541666667000003,24
Daylight (2010),0.5,1
Days of Being Wild (A Fei jingjyuhn) (1990),3.75,2
Days of Glory (Indigènes) (2006),3.5,1
Days of Heaven (1978),3.5625,8
Days of Thunder (1990),2.724137931,29
Days of Wine and Roses (1962),4.0,1
"Daytrippers, The (1996)",2.75,6
Dazed and Confused (1993),3.5131578947,38
De-Lovely (2004),2.75,2
Dead Again (1991),3.675,20
Dead Alive (Braindead) (1992),3.4333333333000002,15
Dead Birds (2004),4.0,1
Dead Calm (1989),3.8095238095,21
Dead End (1937),3.5,1
Dead End (2003),2.0,2
Dead Fish (2004),3.0,1
"Dead Girl, The (2006)",3.0,1
Dead Heat (1988),2.5,2
Dead Leaves (2004),4.0,1
Dead Like Me: Life After Death (2009),1.5,1
Dead Man (1995),4.119047619,21
Dead Man Down (2013),3.0,3
Dead Man Walking (1995),3.9833333333,90
Dead Man on Campus (1998),2.6875,8
Dead Man's Burden (2012),2.5,1
Dead Man's Shoes (2004),3.75,2
Dead Men Don't Wear Plaid (1982),3.7272727273,11
Dead Poets Society (1989),3.9468085106,94
"Dead Pool, The (1988)",3.3,5
Dead Presidents (1995),3.1923076923,13
Dead Reckoning (1947),3.75,2
Dead Ringer (1964),4.0,1
Dead Ringers (1988),3.0357142857,14
Dead Silence (2007),3.75,2
Dead Snow (Død snø) (2009),3.5,6
"Dead Zone, The (1983)",4.0294117647,17
Dead in Tombstone (2013),3.5,1
Dead of Night (1945),4.0,1
Dead of Winter (1987),2.0,1
Dead or Alive: Hanzaisha (1999),3.0,1
"Dead, The (1987)",4.0,1
Deadfall (2012),3.0,2
Deadgirl (2008),2.5,1
Deadline - U.S.A. (1952),4.0,1
Deadly Friend (1986),2.6666666667000003,3
"Deadly Mantis, The (1957)",2.5,1
"Deal, The (2003)",3.25,2
"Deal, The (2005)",3.0,1
"Deal, The (2008)",1.5,1
Dean Spanley (2008),3.5,1
Dear Diary (Caro Diario) (1994),5.0,1
Dear Frankie (2004),4.0,2
Dear God (1996),2.9285714286,7
Dear John (2010),2.75,2
Dear White People (2014),0.5,1
Dear Zachary: A Letter to a Son About His Father (2008),4.0,3
Death Becomes Her (1992),2.8095238095,21
Death Defying Acts (2007),3.5,1
Death Hunt (1981),3.5,2
Death Note (2006),4.0,1
Death Proof (2007),3.3333333333,18
Death Race (2008),2.9583333333,12
Death Race 2000 (1975),2.25,2
Death Sentence (2007),2.8,5
Death Ship (1980),2.5,2
Death Warrant (1990),2.5,1
Death Watch (La Mort en Direct) (1980),4.0,1
Death Wish (1974),3.6,5
Death Wish 2 (1982),2.3333333333,3
Death Wish 3 (1985),1.6666666667,3
Death Wish 4: The Crackdown (1987),2.0,1
Death Wish 5: The Face of Death (1994),2.5,1
Death and the Maiden (1994),3.8,10
Death at a Funeral (2007),3.75,12
Death at a Funeral (2010),2.75,2
Death in Brunswick (1991),4.0,1
Death in Venice (Morte a Venezia) (1971),3.5,1
Death on the Nile (1978),3.3333333333,3
Death to Smoochy (2002),3.0,12
Deathtrap (1982),3.25,4
"Debt, The (2011)",3.1666666667,3
"Decade Under the Influence, A (2003)",4.5,2
"Decalogue, The (Dekalog) (1989)",4.1666666667,3
Deceived (1991),2.5,1
Deceiver (1997),3.0,3
Deception (1946),4.0,1
Deception (2008),2.9166666667000003,6
"Decline of Western Civilization, The (1981)",3.0,1
"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",2.75,2
Deconstructing Harry (1997),3.875,12
"Decoy Bride, The (2011)",3.0,1
Dedication (2007),4.0,1
Deep Blue Sea (1999),2.6973684211,38
"Deep Blue Sea, The (2011)",2.8333333333,3
Deep Cover (1992),3.5,3
"Deep End of the Ocean, The (1999)",3.2,5
"Deep End, The (2001)",3.3888888889,9
Deep Impact (1998),3.1574074074,54
Deep Red (Profondo rosso) (1975),1.0,1
Deep Rising (1998),2.6538461538,13
Deep Water (2006),4.0,1
"Deep, The (1977)",2.5,2
Deepstar Six (1989),2.3333333333,3
"Deer Hunter, The (1978)",3.9375,56
Defending Your Life (1991),3.4090909091,11
Defendor (2009),3.6666666667000003,3
Defense of the Realm (1986),3.0,1
Defiance (2008),3.5,8
"Defiant Ones, The (1958)",3.3,5
"Definitely, Maybe (2008)",3.8333333333,9
Delicatessen (1991),4.0227272727,44
Delirious (1991),1.5,2
Delirious (2006),3.0,2
Deliver Us from Evil (2006),2.625,4
Deliver Us from Evil (2014),0.5,1
Deliverance (1972),3.6739130435,46
Delta Farce (2007),2.25,2
"Delta Force, The (1986)",0.5,1
Demetrius and the Gladiators (1954),3.0,1
Demolition Man (1993),3.2142857143,84
Demon Seed (1977),2.0,1
Denise Calls Up (1995),4.0,1
Dennis the Menace (1993),1.8888888889,9
"Dentist, The (1996)",1.75,2
"Departed, The (2006)",4.2586206897,87
Departures (Okuribito) (2008),4.25,2
Derailed (2005),3.0,5
Derrida (2002),2.5,1
Dersu Uzala (1975),4.0,2
"Descendants, The (2011)",4.0,8
Descent (2007),3.5,1
"Descent, The (2005)",3.3928571429,14
Desert Bloom (1986),3.0,2
Desert Blue (1998),3.0,1
"Desert Fox, The (1951)",3.75,2
Desert Hearts (1985),2.0,1
"Desert Rats, The (1953)",3.5,1
Design for Living (1933),4.0,1
"Designated Mourner, The (1997)",2.0,1
Desk Set (1957),3.75,2
Desperado (1995),3.3709677419,62
"Desperate Hours, The (1955)",3.5,2
Desperate Living (1977),4.0,1
Desperate Measures (1998),2.75,6
Desperately Seeking Susan (1985),2.8043478261,23
Despicable Me (2010),3.7954545455,22
Despicable Me 2 (2013),3.71875,16
Destination Moon (1950),2.5,3
Destination Tokyo (1943),3.0,2
Destiny Turns on the Radio (1995),2.5,1
Destry Rides Again (1939),4.0,1
Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010),3.0,1
Detective Story (1951),4.0,1
"Detective, The (1968)",2.5,1
Detention (2012),4.0,1
Deterrence (1999),3.0,1
Detour (1945),3.0,2
Detroit Rock City (1999),3.3125,8
Deuce Bigalow: European Gigolo (2005),1.8333333333000001,6
Deuce Bigalow: Male Gigolo (1999),2.8076923077,13
Deuces Wild (2002),3.1666666667,3
Devil (2010),3.0714285714,7
"Devil Doll, The (1936)",3.0,1
"Devil Inside, The (2012)",4.0,1
"Devil Wears Prada, The (2006)",3.2105263158,19
"Devil and Daniel Johnston, The (2005)",0.5,1
"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",4.0,1
"Devil and Max Devlin, The (1981)",3.0,3
Devil in a Blue Dress (1995),3.475,20
"Devil's Advocate, The (1997)",3.5666666666999998,60
"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4.0,10
Devil's Knot (2013),3.0,1
"Devil's Own, The (1997)",3.2,20
Devil's Playground (2002),4.0,1
"Devil's Rejects, The (2005)",2.4,5
DiG! (2004),3.5,1
Diabolique (1996),3.5,12
Diabolique (Les diaboliques) (1955),3.3,5
Dial M for Murder (1954),4.0535714286,28
Diamond Dogs (2007),2.0,1
Diamond Men (2001),2.0,1
Diamonds (1999),2.0,2
Diamonds Are Forever (1971),3.45,30
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.0,1
Diary of a Madman (1963),3.5,1
Diary of a Nymphomaniac (Diario de una Ninfómana) (2008),2.0,1
Diary of a Wimpy Kid (2010),3.0,1
Diary of a Wimpy Kid: Dog Days (2012),3.0,1
Diary of a Wimpy Kid: Rodrick Rules (2011),3.0,1
Diary of the Dead (2007),2.625,8
Dick (1999),3.46875,16
Dick Tracy (1990),2.4324324324,37
"Dictator, The (2012)",3.7142857143,7
Did You Hear About the Morgans? (2009),3.0,3
Die Another Day (2002),3.0769230769,26
Die Hard (1988),3.9181818182,165
Die Hard 2 (1990),3.4836956521999998,92
Die Hard: With a Vengeance (1995),3.5,150
Different for Girls (1996),4.0,1
Digimon: The Movie (2000),1.0,1
"Dilemma, The (2011)",3.5,3
Dimples (1936),3.0,1
Diner (1982),3.7222222222,18
"Dinner Game, The (Dîner de cons, Le) (1998)",4.0555555556,9
Dinner Rush (2000),3.75,2
Dinner at Eight (1933),4.5,2
Dinner for Schmucks (2010),3.0625,8
Dinosaur (2000),2.6428571429,7
"Dirty Carnival, A (Biyeolhan geori) (2006)",3.5,1
Dirty Dancing (1987),3.4196428571,56
Dirty Dancing: Havana Nights (2004),3.0,2
Dirty Deeds (2005),3.5,2
"Dirty Dozen, The (1967)",3.7159090909,44
Dirty Harry (1971),3.8225806452,31
Dirty Love (2005),0.5,1
Dirty Mary Crazy Larry (1974),1.5,1
Dirty Money (Un flic) (1972),2.5,2
Dirty Pretty Things (2002),4.0909090909,11
Dirty Rotten Scoundrels (1988),3.8200000000000003,25
"Dirty Shame, A (2004)",3.0,2
Dirty Work (1998),2.875,4
"Disappearance of Alice Creed, The (2009)",3.5,3
Disaster Movie (2008),1.375,4
Disclosure (1994),3.329787234,47
Disconnect (2012),3.625,4
"Discovery of Heaven, The (2001)",2.0,1
"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",3.125,4
Disgrace (2008),3.0,1
"Dish, The (2001)",4.05,10
Disorderlies (1987),2.0,2
"Distant Voices, Still Lives (1988)",3.0,1
"Distinguished Gentleman, The (1992)",2.7142857143,7
District 13 (Banlieue 13) (2004),3.1875,8
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),3.125,4
District 9 (2009),3.9818181818,55
Disturbia (2007),3.1153846154,13
Disturbing Behavior (1998),2.3,5
Diva (1981),4.0263157895,19
Divergent (2014),3.0,7
Divided We Fall (Musíme si pomáhat) (2000),2.5,2
Divine Intervention (Yadon ilaheyya) (2002),4.5,1
Divine Madness! (1980),4.0,1
Divine Secrets of the Ya-Ya Sisterhood (2002),3.5,5
"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",3.6,5
"Divo, Il (2008)",2.75,2
Divorce - Italian Style (Divorzio all'italiana) (1961),3.0,1
Divorce American Style (1967),2.5,1
"Divorce, Le (2003)",3.0,5
"Divorcee, The (1930)",3.0,1
Divorcing Jack (1998),3.0,1
Django (1966),4.5,1
Django Unchained (2012),4.0612244898,49
Do the Right Thing (1989),3.796875,32
Dobermann (1997),2.625,4
Doc Hollywood (1991),2.8,5
Doc of the Dead (2014),3.0,1
Doctor Detroit (1983),1.0,1
Doctor Dolittle (1967),3.4615384615,13
Doctor X (1932),2.5,1
Doctor Zhivago (1965),3.8484848485,33
"Doctor, The (1991)",3.5,1
Dodes'ka-den (Clickety-Clack) (1970),3.0,1
Dodge City (1939),3.5,1
Dodgeball: A True Underdog Story (2004),3.5833333333,36
Dodsworth (1936),4.25,2
Dog Day Afternoon (1975),3.875,28
Dog Park (1998),1.5,1
Dog Pound (2010),4.25,2
Dog Soldiers (2002),3.2857142857,7
Dogma (1999),3.5955882353,68
"Dogs of War, The (1980)",3.5,1
Dogtooth (Kynodontas) (2009),4.5,2
Dogtown and Z-Boyz (2001),3.5,2
Dogville (2003),4.4,10
"Dolce Vita, La (1960)",4.1666666667,6
Dolls (2002),3.6666666667000003,3
Dolores Claiborne (1995),3.4259259259,27
Dom Hemingway (2014),4.0,2
Domestic Disturbance (2001),2.75,4
Dominick and Eugene (1988),2.5,1
Dominion: Prequel to the Exorcist (2005),2.5,1
Domino (2005),2.6666666667000003,6
Don Jon (2013),3.0,5
Don Juan DeMarco (1995),3.1351351351,37
Don Quixote (2000),3.0,1
Don't Be Afraid of the Dark (2010),3.5,1
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.9444444444,18
Don't Blink (2014),1.5,1
Don't Bother to Knock (1952),3.0,2
Don't Drink the Water (1969),3.5,1
Don't Look Back (1967),3.0,1
Don't Look Now (1973),3.25,6
Don't Say a Word (2001),3.3333333333,9
Don't Tell Mom the Babysitter's Dead (1991),2.9444444444,9
Don't Tempt Me (Sin noticias de Dios) (2001),3.5,1
Dona Flor and Her Two Husbands (Dona Flor e Seus Dois Maridos) (1976),3.0,2
Donnie Brasco (1997),3.75,50
Donnie Darko (2001),3.9479166667000003,96
Donovan's Reef (1963),4.0,1
Doom (2005),2.125,8
"Doom Generation, The (1995)",2.8333333333,6
Doomsday (2008),2.5833333333,6
"Door in the Floor, The (2004)",3.5,5
"Doors, The (1991)",3.171875,32
Dope (2015),4.0,3
Doppelganger (1993),2.5,1
